0,4,9,4,6,3,9,8,7
9,4,6,8,9,2,1,5,4
7,8,9,4,8,4,3,2,3
1,9,2,7,5,9,6,2,3
8,8,2,6,6,9,7,4,3
7,6,3,7,8,9,8,7,3
3,3,8,8,2,4,8,6,3
3,8,4,8,6,7,4,5,2
4,9,6,2,3,8,9,7,8
