0,8,9,4,6,6,7,2,7
9,4,6,3,2,2,1,5,4
2,3,1,8,8,4,3,2,9
1,9,2,7,5,8,6,3,3
8,8,2,6,6,9,6,4,3
7,3,3,6,1,9,8,7,3
5,3,8,8,2,9,4,6,3
3,8,4,8,1,4,7,5,2
4,1,7,2,3,8,9,2,8
